1974 10   -0.5235
1974 11   -0.3438
1974 12   -0.4676
1975  1    0.4617
1975  2   -0.0375
1975  3    0.4911
1975  4    0.3024
1975  5    0.1410
1975  6    0.0511
1975  7   -0.0640
1975  8   -0.2038
1975  9    0.0716
1975 10   -0.1649
1975 11   -0.2835
1975 12    0.0343
1976  1    0.4201
1976  2   -0.2704
1976  3   -0.9271
1976  4    0.1457
1976  5   -0.2253
1976  6   -0.3546
1976  7   -0.4156
1976  8   -0.3509
1976  9   -0.1187
1976 10   -1.1511
1976 11   -0.6983
1976 12   -0.4545
1977  1   -1.0160
1977  2    0.1389
1977  3    0.7194
1977  4    0.5879
1977  5    0.4324
1977  6    0.3840
1977  7   -0.0318
1977  8   -0.2325
1977  9   -0.0124
1977 10   -0.3943
1977 11    0.5273
1977 12   -0.1129
1978  1    0.0282
1978  2   -0.0236
1978  3    0.3960
1978  4    0.3097
1978  5   -0.1447
1978  6   -0.2194
1978  7   -0.3986
1978  8   -0.4243
1978  9   -0.0999
1978 10   -0.0759
1978 11    0.3351
1978 12   -0.0676
1979  1   -0.3762
1979  2   -0.3948
1979  3    0.2002
1979  4   -0.4823
1979  5   -0.0157
1979  6    0.0284
1979  7   -0.0775
1979  8   -0.1598
1979  9    0.0937
1979 10    0.2126
1979 11    0.0709
1979 12    1.0183
1980  1   -0.0169
1980  2    0.2556
1980  3   -0.4159
1980  4    0.2502
1980  5    0.2557
1980  6    0.1638
1980  7    0.0474
1980  8   -0.0276
1980  9   -0.0162
1980 10    0.0415
1980 11    0.6415
1980 12    0.2044
1981  1    1.2818
1981  2    0.9155
1981  3    1.1018
1981  4    0.6860
1981  5    0.1534
1981  6    0.3341
1981  7    0.0982
1981  8    0.2299
1981  9    0.0730
1981 10    0.0136
1981 11    0.1357
1981 12    0.9429
1982  1   -0.4235
1982  2   -0.0649
1982  3   -0.3297
1982  4    0.2997
1982  5   -0.0183
1982  6   -0.1380
1982  7    0.0608
1982  8   -0.1755
1982  9    0.0582
1982 10   -0.2032
1982 11   -0.5339
1982 12    0.6681
1983  1    0.7973
1983  2    0.6275
1983  3    0.4634
1983  4    0.0137
1983  5    0.0149
1983  6   -0.0390
1983  7    0.2854
1983  8    0.4950
1983  9    0.3324
1983 10    0.0675
1983 11    1.1362
1983 12    0.2274
1984  1    0.3858
1984  2   -0.2783
1984  3    0.3644
1984  4   -0.0300
1984  5    0.4529
1984  6    0.0358
1984  7   -0.0840
1984  8    0.0743
1984  9   -0.2651
1984 10   -0.2013
1984 11   -0.4877
1984 12   -1.0978
1985  1    0.0088
1985  2   -0.8433
1985  3    0.0612
1985  4    0.2229
1985  5    0.1671
1985  6   -0.0220
1985  7   -0.3317
1985  8   -0.0340
1985  9   -0.2471
1985 10   -0.1671
1985 11   -0.2859
1985 12    0.0284
1986  1    0.7833
1986  2    0.3945
1986  3    0.5366
1986  4    0.3099
1986  5    0.1488
1986  6    0.1704
1986  7   -0.0937
1986  8   -0.0578
1986  9   -0.1951
1986 10   -0.0480
1986 11   -0.2055
1986 12   -0.0465
1987  1    0.2741
1987  2    1.2286
1987  3   -0.2005
1987  4   -0.0417
1987  5    0.2789
1987  6    0.0438
1987  7    0.3206
1987  8    0.2315
1987  9    0.3546
1987 10   -0.1763
1987 11   -0.3414
1987 12    0.9026
1988  1    0.6612
1988  2    0.0864
1988  3    0.5008
1988  4    0.6132
1988  5    0.4443
1988  6    0.6413
1988  7    0.4988
1988  8    0.2329
1988  9    0.3523
1988 10    0.2015
1988 11    0.3166
1988 12    0.9974
1989  1    0.1411
1989  2    0.4885
1989  3    0.7609
1989  4    0.2396
1989  5    0.3027
1989  6    0.1859
1989  7    0.2570
1989  8    0.1463
1989  9    0.1627
